RegionID,RegionName,SizeRank,Index,HistoricAverage_1985thru1999,,,2008-03,2008-06,2008-09,2008-12,2009-03,2009-06,2009-09,2009-12,2010-03,2010-06,2010-09,2010-12,2011-03,2011-06,2011-09,2011-12,2012-03,2012-06,2012-09,2012-12,2013-03,2013-06,2013-09,2013-12,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12,2018-03,2018-06,2018-09
102001,United States,0,Price To Income,2.785405028,,,3.697936109,3.552856076,3.438789546,3.363042444,3.358337552,3.312951136,3.29668452,3.278162008,3.27478021,3.223793594,3.169648466,3.120819975,3.049784806,3.004472201,2.958972016,2.947098205,2.927232886,2.934503374,2.944568021,2.933710034,2.968729573,3.018808264,3.098606972,3.126426097,3.141836682,3.147701437,3.147264955,3.150418934,3.159401437,3.175633054,3.188795448,3.203400761,3.227933696,3.258350634,3.291534478,3.328243079,3.365207215,3.40163315,3.437532554,3.47291676,3.530983352,3.568494801,3.594048848
394355,"Austin, TX",35,Price To Income,3.889233883,,,3.53281726,3.470885725,3.39162226,3.311467541,3.327639067,3.326652249,3.374050761,3.418957395,3.430437808,3.417744445,3.378062132,3.36919636,3.323835738,3.282205614,3.236395901,3.230750085,3.220484755,3.216429981,3.198779191,3.163628738,3.171939205,3.188469664,3.262712683,3.297853535,3.30684928,3.333580091,3.404709797,3.465271581,3.515652796,3.587036065,3.6045082,3.610517338,3.635864699,3.700066825,3.737094755,3.755087142,3.799524856,3.827039867,3.820349182,3.860842772,3.93292324,3.948289996,3.970070048
